Entry,Entry name,Status,Protein names,Gene names,Organism,Length,EC number
P04035,HMDH_HUMAN,reviewed,3-hydroxy-3-methylglutaryl-coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34),HMGCR,Homo sapiens (Human),888,1.1.1.34
P00378,DYR_CHICK,reviewed,Dihydrofolate reductase (EC 1.5.1.3),DHFR,Gallus gallus (Chicken),189,1.5.1.3
Q05581,CAS1_STRCL,reviewed,Clavaminate synthase 1 (EC 1.14.11.21) (Clavaminic acid synthase 1) (CAS1) (CS1),cs1,Streptomyces clavuligerus,324,1.14.11.21
P09223,SODF_PSEPU,reviewed,Superoxide dismutase [Fe] (EC 1.15.1.1),sodB,Pseudomonas putida (Arthrobacter siderocapsulatus),198,1.15.1.1
P00179,CP2C5_RABIT,reviewed,Cytochrome P450 2C5 (EC 1.14.14.1) (CYPIIC5) (Cytochrome P450 1) (Cytochrome P450IIC5) (Progesterone 21-hydroxylase),CYP2C5,Oryctolagus cuniculus (Rabbit),487,1.14.14.1
P12694,ODBA_HUMAN,reviewed,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component alpha chain) (BCKDE1A) (BCKDH E1-alpha)",BCKDHA,Homo sapiens (Human),445,1.2.4.4
P21953,ODBB_HUMAN,reviewed,"2-oxoisovalerate dehydrogenase subunit beta, mitochondrial (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component beta chain) (BCKDE1B) (BCKDH E1-beta)",BCKDHB,Homo sapiens (Human),392,1.2.4.4
P06762,HMOX1_RAT,reviewed,Heme oxygenase 1 (HO-1) (EC 1.14.14.18) (HSP32),Hmox1,Rattus norvegicus (Rat),289,1.14.14.18
Q64669,NQO1_MOUSE,reviewed,NAD(P)H dehydrogenase [quinone] 1 (EC 1.6.5.2) (Azoreductase) (DT-diaphorase) (DTD) (Menadione reductase) (NAD(P)H:quinone oxidoreductase 1) (Phylloquinone reductase) (Quinone reductase 1) (QR1),Nqo1 Dia4 Nmo1 Nmor1,Mus musculus (Mouse),274,1.6.5.2
P17584,DHD2_LACPA,reviewed,D-2-hydroxyisocaproate dehydrogenase (D-HICDH) (EC 1.1.1.-),,Lactobacillus paracasei,333,1.1.1.-
P04032,CY553_DESVH,reviewed,Cytochrome c-553 (Cytochrome c553) (Low-potential cytochrome c),cyf DVU_1817,Desulfovibrio vulgaris (strain Hildenborough / ATCC 29579 / DSM 644 / NCIMB 8303),103,
P07598,PHFL_DESVH,reviewed,Periplasmic [Fe] hydrogenase large subunit (EC 1.12.7.2) (Fe hydrogenlyase),hydA DVU_1769,Desulfovibrio vulgaris (strain Hildenborough / ATCC 29579 / DSM 644 / NCIMB 8303),421,1.12.7.2
P07603,PHFS_DESVH,reviewed,Periplasmic [Fe] hydrogenase small subunit (EC 1.12.7.2) (Fe hydrogenlyase small chain),hydB DVU_1770,Desulfovibrio vulgaris (strain Hildenborough / ATCC 29579 / DSM 644 / NCIMB 8303),123,1.12.7.2
Q9QYY9,ADH4_MOUSE,reviewed,All-trans-retinol dehydrogenase [NAD(+)] ADH4 (EC 1.1.1.105) (ADH2) (Alcohol dehydrogenase 4) (Alcohol dehydrogenase class II) (Alcohol dehydrogenase II),Adh4 Adh2,Mus musculus (Mouse),377,1.1.1.105
O70351,HCD2_RAT,reviewed,3-hydroxyacyl-CoA dehydrogenase type-2 (EC 1.1.1.35) (17-beta-estradiol 17-dehydrogenase) (EC 1.1.1.62) (2-methyl-3-hydroxybutyryl-CoA dehydrogenase) (MHBD) (3-alpha-(17-beta)-hydroxysteroid dehydrogenase (NAD(+))) (EC 1.1.1.239) (3-hydroxy-2-methylbutyryl-CoA dehydrogenase) (EC 1.1.1.178) (3-hydroxyacyl-CoA dehydrogenase type II) (3alpha(or 20beta)-hydroxysteroid dehydrogenase) (EC 1.1.1.53) (7-alpha-hydroxysteroid dehydrogenase) (EC 1.1.1.159) (Endoplasmic reticulum-associated amyloid beta-peptide-binding protein) (Mitochondrial ribonuclease P protein 2) (Mitochondrial RNase P protein 2) (Short chain dehydrogenase/reductase family 5C member 1) (Short-chain type dehydrogenase/reductase XH98G2) (Type II HADH),Hsd17b10 Erab Hadh2,Rattus norvegicus (Rat),261,1.1.1.35; 1.1.1.62; 1.1.1.239; 1.1.1.178; 1.1.1.53; 1.1.1.159
Q2RSB4,PNTB_RHORT,reviewed,NAD(P) transhydrogenase subunit beta (EC 7.1.1.1) (Nicotinamide nucleotide transhydrogenase subunit beta) (Proton-translocating transhydrogenase NADP(H)-binding component) (Pyridine nucleotide transhydrogenase subunit beta) (dIII),pntB nntB Rru_A2181,Rhodospirillum rubrum (strain ATCC 11170 / ATH 1.1.1 / DSM 467 / LMG 4362 / NCIB 8255 / S1),464,7.1.1.1
Q9P4R4,LYS9_MAGO7,reviewed,"Saccharopine dehydrogenase [NADP(+), L-glutamate-forming] (EC 1.5.1.10) (Saccharopine reductase)",LYS3 MGG_08564,Magnaporthe oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Pyricularia oryzae),450,1.5.1.10
O09345,P3H2_STRSQ,reviewed,L-proline cis-3-hydroxylase 2 (P3H 2) (EC 1.14.11.28) (Proline 3-hydroxylase 2) (Proline 3-hydroxylase type II),,Streptomyces sp.,290,1.14.11.28
Q01782,PTR1_LEIMA,reviewed,Pteridine reductase 1 (EC 1.5.1.33) (H region methotrexate resistance protein),PTR1 HMTXR L1063.01 LmjF23.0270 LmjF_23_0270,Leishmania major,288,1.5.1.33
P9WPP9,CP51_MYCTU,reviewed,Lanosterol 14-alpha demethylase (EC 1.14.14.154) (CYPLI) (Cytochrome P450 51) (Cytochrome P450-14DM) (Cytochrome P450-LIA1) (Sterol 14-alpha demethylase),cyp51 Rv0764c MTCY369.09c,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),451,1.14.14.154
P14532,CCPR_PSEAE,reviewed,Cytochrome c551 peroxidase (CCP) (Cytochrome c peroxidase) (EC 1.11.1.5),ccpA PA4587,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),346,1.11.1.5
P31116,DHOM_YEAST,reviewed,Homoserine dehydrogenase (HDH) (EC 1.1.1.3),HOM6 YJR139C J2132,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),359,1.1.1.3
Q93X62,FABG1_BRANA,reviewed,"3-oxoacyl-[acyl-carrier-protein] reductase 1, chloroplastic (EC 1.1.1.100) (3-ketoacyl-acyl carrier protein reductase 1) (Beta-keto acyl-carrier protein reductase 1)",gbkr1,Brassica napus (Rape),320,1.1.1.100
Q02046,MTD1_YEAST,reviewed,Methylenetetrahydrofolate dehydrogenase [NAD(+)] (EC 1.5.1.15),MTD1 YKR080W YKR400,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),320,1.5.1.15
P00328,ADH1S_HORSE,reviewed,Alcohol dehydrogenase S chain (EC 1.1.1.1),,Equus caballus (Horse),374,1.1.1.1
P49058,IMDH_BORBU,reviewed,Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205),guaB BB_B17,Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM 4680),404,1.1.1.205
P0A110,NDOB_PSEPU,reviewed,"Naphthalene 1,2-dioxygenase system, large oxygenase component (EC 1.14.12.12) (ISP NAP) (Naphthalene 1,2-dioxygenase ISP alpha) (Naphthalene 1,2-dioxygenase subunit alpha) (ND subunit alpha) (NDO subunit alpha)",ndoB nahA3 nahAC ndoC2,Pseudomonas putida (Arthrobacter siderocapsulatus),449,1.14.12.12
P0A112,NDOC_PSEPU,reviewed,"Naphthalene 1,2-dioxygenase system, small oxygenase component (Naphthalene 1,2-dioxygenase ISP beta) (Naphthalene 1,2-dioxygenase subunit beta) (ND subunit beta) (NDO subunit beta)",ndoC nahAD,Pseudomonas putida (Arthrobacter siderocapsulatus),194,
P11310,ACADM_HUMAN,reviewed,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial (MCAD) (EC 1.3.8.7) (Medium chain acyl-CoA dehydrogenase) (MCADH)",ACADM,Homo sapiens (Human),421,1.3.8.7
Q00441,CPXJ_SACEN,reviewed,6-deoxyerythronolide B hydroxylase (6-DEB hydroxylase) (EC 1.14.15.35) (CYPCVIIA1) (Cytochrome P450 107A1) (Cytochrome P450eryF) (Erythromycin A biosynthesis hydroxylase),eryF CYP107A1 SACE_0730,Saccharopolyspora erythraea (strain ATCC 11635 / DSM 40517 / JCM 4748 / NBRC 13426 / NCIMB 8594 / NRRL 2338),404,1.14.15.35
P82543,COXA_THET8,reviewed,Cytochrome c oxidase polypeptide 2A (EC 7.1.1.9) (Cytochrome c ba(3) subunit IIA) (Cytochrome c oxidase polypeptide IIA) (Cytochrome cba3 subunit 2A),cbaD TTHA1133,Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579),34,7.1.1.9
Q5SJ79,COX1_THET8,reviewed,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c ba(3) subunit I) (Cytochrome c oxidase polypeptide I) (Cytochrome cba3 subunit 1),cbaA TTHA1135,Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579),562,7.1.1.9
Q5SJ80,COX2_THET8,reviewed,Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c ba(3) subunit II) (Cytochrome c oxidase polypeptide II) (Cytochrome cba3 subunit 2),cbaB ctaC TTHA1134,Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579),168,7.1.1.9
Q16595,FRDA_HUMAN,reviewed,"Frataxin, mitochondrial (EC 1.16.3.1) (Friedreich ataxia protein) (Fxn) [Cleaved into: Frataxin intermediate form (i-FXN); Frataxin(56-210) (m56-FXN); Frataxin(78-210) (d-FXN) (m78-FXN); Frataxin mature form (Frataxin(81-210)) (m81-FXN)]",FXN FRDA X25,Homo sapiens (Human),210,1.16.3.1
P12807,AMO_PICAN,reviewed,Peroxisomal primary amine oxidase (EC 1.4.3.21) (Copper amine oxidase) (Methylamine oxidase),AMO,Pichia angusta (Yeast) (Hansenula polymorpha),692,1.4.3.21
P40859,MSOX_BACB0,reviewed,Monomeric sarcosine oxidase (MSOX) (EC 1.5.3.1),soxA sox,Bacillus sp. (strain B-0618),390,1.5.3.1
P61889,MDH_ECOLI,reviewed,Malate dehydrogenase (EC 1.1.1.37),mdh b3236 JW3205,Escherichia coli (strain K12),312,1.1.1.37
P20371,PCXA_ACIAD,reviewed,"Protocatechuate 3,4-dioxygenase alpha chain (EC 1.13.11.3) (3,4-PCD)",pcaG ACIAD1712,Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),209,1.13.11.3
P20372,PCXB_ACIAD,reviewed,"Protocatechuate 3,4-dioxygenase beta chain (EC 1.13.11.3) (3,4-PCD)",pcaH ACIAD1711,Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),241,1.13.11.3
P54322,PYRDB_LACLM,reviewed,"Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit (DHOD B) (DHODase B) (DHOdehase B) (EC 1.3.1.14) (Dihydroorotate oxidase B) (Orotate reductase (NADH))",pyrDB llmg_1106,Lactococcus lactis subsp. cremoris (strain MG1363),311,1.3.1.14
P56968,PYRK_LACLM,reviewed,"Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit (Dihydroorotate oxidase B, electron transfer subunit)",pyrK llmg_1105,Lactococcus lactis subsp. cremoris (strain MG1363),262,
P0CW86,SODC1_SALTY,reviewed,Superoxide dismutase [Cu-Zn] 1 (EC 1.15.1.1) (sodCI),sodC1 sodC STM1044,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),177,1.15.1.1
P0AGD1,SODC_ECOLI,reviewed,Superoxide dismutase [Cu-Zn] (EC 1.15.1.1) (Bacteriocuprein),sodC b1646 JW1638,Escherichia coli (strain K12),173,1.15.1.1
Q59931,GAPN_STRMU,reviewed,NADP-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.9) (Glyceraldehyde-3-phosphate dehydrogenase [NADP(+)]) (Non-phosphorylating glyceraldehyde 3-phosphate dehydrogenase) (Triosephosphate dehydrogenase),gapN SMU_676,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),475,1.2.1.9
O74024,DHE3_THEPR,reviewed,Glutamate dehydrogenase (GDH) (EC 1.4.1.3),gdhA gdh,Thermococcus profundus,419,1.4.1.3
Q07982,GFO_ZYMMO,reviewed,Glucose--fructose oxidoreductase (GFOR) (EC 1.1.99.28),gfo ZMO0689,Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4),433,1.1.99.28
P90551,GPDA_LEIME,reviewed,"Glycerol-3-phosphate dehydrogenase [NAD(+)], glycosomal (EC 1.1.1.8)",GPD,Leishmania mexicana,366,1.1.1.8
P0A3C8,FER1_NOSSO,reviewed,Ferredoxin-1 (Ferredoxin I),petF fdxV,Nostoc sp. (strain ATCC 29151 / PCC 7119) (Anabaena sp.),99,
Q56694,ALDH_VIBHA,reviewed,NADP-dependent fatty aldehyde dehydrogenase (EC 1.2.1.4),aldH,Vibrio harveyi (Beneckea harveyi),510,1.2.1.4
P56511,LDH_LACPE,reviewed,L-lactate dehydrogenase (L-LDH) (EC 1.1.1.27),ldh ldhL,Lactobacillus pentosus,320,1.1.1.27
P00127,QCR6_YEAST,reviewed,"Cytochrome b-c1 complex subunit 6, mitochondrial (Complex III subunit 6) (Complex III subunit VI) (Cytochrome c1 non-heme 17 kDa protein) (Mitochondrial hinge protein) (Ubiquinol-cytochrome c oxidoreductase subunit 6) (Ubiquinol-cytochrome c reductase 17 kDa protein)",QCR6 UCR6 YFR033C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),147,
P00128,QCR7_YEAST,reviewed,"Cytochrome b-c1 complex subunit 7, mitochondrial (Complex III subunit 7) (Complex III subunit VII) (Ubiquinol-cytochrome c oxidoreductase subunit 7) (Ubiquinol-cytochrome c reductase 14 kDa protein)",QCR7 CRO1 UCR7 YDR529C D9719.32,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),127,
P00163,CYB_YEAST,reviewed,Cytochrome b (EC 7.1.1.8) (Complex III subunit 3) (Complex III subunit CYTB) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Cytochrome b-c1 complex subunit CYTB) (Ubiquinol-cytochrome c oxidoreductase complex cytochrome b subunit),COB CYTB Q0105,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),385,7.1.1.8
P01647,KV5AE_MOUSE,reviewed,Ig kappa chain V-V region HP 124E1,,Mus musculus (Mouse),108,
P07143,CY1_YEAST,reviewed,"Cytochrome c1, heme protein, mitochondrial (EC 7.1.1.8) (Complex III subunit 4) (Complex III subunit IV) (Cytochrome b-c1 complex subunit 4) (Ubiquinol-cytochrome c oxidoreductase cytochrome c1 subunit) (Cytochrome c-1)",CYT1 CTC1 YOR065W YOR29-16,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),309,7.1.1.8
P07256,QCR1_YEAST,reviewed,"Cytochrome b-c1 complex subunit 1, mitochondrial (Complex III subunit 1) (Core protein I) (Ubiquinol-cytochrome c oxidoreductase core protein 1) (Ubiquinol-cytochrome c reductase 44 kDa protein)",COR1 QCR1 YBL045C YBL0403,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),457,
P07257,QCR2_YEAST,reviewed,"Cytochrome b-c1 complex subunit 2, mitochondrial (Complex III subunit 2) (Core protein II) (Ubiquinol-cytochrome c oxidoreductase core protein 2)",QCR2 COR2 UCR2 YPR191W P9677.6,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),368,
P08067,UCRI_YEAST,reviewed,"Cytochrome b-c1 complex subunit Rieske, mitochondrial (EC 7.1.1.8) (Complex III subunit 5) (Rieske iron-sulfur protein) (RISP) (Ubiquinol-cytochrome c oxidoreductase iron-sulfur subunit)",RIP1 YEL024W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),215,7.1.1.8
P08525,QCR8_YEAST,reviewed,"Cytochrome b-c1 complex subunit 8, mitochondrial (Complex III subunit 8) (Complex III subunit VII) (Ubiquinol-cytochrome c oxidoreductase subunit 8) (Ubiquinol-cytochrome c reductase complex 11 kDa protein) (Ubiquinone-binding protein QP-C)",QCR8 YJL166W J0526,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),94,
P18531,HVM60_MOUSE,reviewed,Ig heavy chain V region 3-6 (Ig heavy chain V region M315),Ighv3-6 Gm16932,Mus musculus (Mouse),116,
P22289,QCR9_YEAST,reviewed,"Cytochrome b-c1 complex subunit 9, mitochondrial (Complex III subunit 9) (Complex III subunit X) (Cytochrome c1 non-heme 7.3 kDa protein) (Ubiquinol-cytochrome c oxidoreductase subunit 9) (Ubiquinol-cytochrome c reductase 7.3 kDa protein)",QCR9 UCR9 YGR183C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),66,
P06149,DLD_ECOLI,reviewed,Quinone-dependent D-lactate dehydrogenase (EC 1.1.5.12) ((R)-lactate:quinone 2-oxidoreductase) (D-lactate dehydrogenase) (D-LDH) (Respiratory D-lactate dehydrogenase),dld b2133 JW2121,Escherichia coli (strain K12),571,1.1.5.12
Q16836,HCDH_HUMAN,reviewed,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial (HCDH) (EC 1.1.1.35) (Medium and short-chain L-3-hydroxyacyl-coenzyme A dehydrogenase) (Short-chain 3-hydroxyacyl-CoA dehydrogenase)",HADH HAD HAD1 HADHSC SCHAD,Homo sapiens (Human),314,1.1.1.35
Q44048,Q44048_ARTGO,unreviewed,"3,4-dihydroxyphenylacetate 2,3-dioxygenase",mndD,Arthrobacter globiformis,343,
Q45135,Q45135_9MICO,unreviewed,"Homoprotocatechuate 2,3-dioxygenase",,Brevibacterium fuscum,365,
Q52437,Q52437_PSES1,unreviewed,Ferredoxin reductase,bphA4,Pseudomonas sp. (strain KKS102),408,
P36088,FRMSR_YEAST,reviewed,Free methionine-R-sulfoxide reductase (fRMsr) (EC 1.8.4.14) (GAF domain-containing protein YKL069W),YKL069W YKL340,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),180,1.8.4.14
P17117,NFSA_ECOLI,reviewed,Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-) (Modulator of drug activity A),nfsA mda18 mdaA ybjB b0851 JW0835,Escherichia coli (strain K12),240,1.-.-.-
P0AA25,THIO_ECOLI,reviewed,Thioredoxin 1 (Trx-1),trxA fipA tsnC b3781 JW5856,Escherichia coli (strain K12),109,
Q59096,Q59096_ACICA,unreviewed,Benzyl alcohol dehydrogenase,xylB,Acinetobacter calcoaceticus,371,
P08170,LOX1_SOYBN,reviewed,Seed linoleate 13S-lipoxygenase-1 (EC 1.13.11.12) (Lipoxygenase-1) (L-1),LOX1.1 LOX1,Glycine max (Soybean) (Glycine hispida),839,1.13.11.12
P81382,OXLA_CALRH,reviewed,L-amino-acid oxidase (LAO) (MPV-LAAO) (EC 1.4.3.2),,Calloselasma rhodostoma (Malayan pit viper) (Agkistrodon rhodostoma),516,1.4.3.2
P00175,CYB2_YEAST,reviewed,"Cytochrome b2, mitochondrial (EC 1.1.2.3) (L-lactate dehydrogenase [Cytochrome]) (L-lactate ferricytochrome C oxidoreductase) (L-LCR)",CYB2 YML054C YM9958.08C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),591,1.1.2.3
P28861,FENR_ECOLI,reviewed,Flavodoxin/ferredoxin--NADP reductase (EC 1.18.1.2) (EC 1.19.1.1) (Ferredoxin (flavodoxin):NADP(+) oxidoreductase) (Ferredoxin--NADP reductase) (FNR) (Flavodoxin--NADP reductase) (FLDR) (Methyl viologen resistance protein A) (dA1),fpr mvrA b3924 JW3895,Escherichia coli (strain K12),248,1.18.1.2; 1.19.1.1
P39040,TYTR_CRIFA,reviewed,"Trypanothione reductase (TR) (EC 1.8.1.12) (N(1),N(8)-bis(glutathionyl)spermidine reductase)",TPR,Crithidia fasciculata,491,1.8.1.12
P0ABI8,CYOB_ECOLI,reviewed,Cytochrome bo(3) ubiquinol oxidase subunit 1 (EC 7.1.1.3) (Cytochrome b562-o complex subunit I) (Cytochrome o ubiquinol oxidase subunit 1) (Cytochrome o subunit 1) (Oxidase bo(3) subunit 1) (Ubiquinol oxidase chain A) (Ubiquinol oxidase polypeptide I) (Ubiquinol oxidase subunit 1),cyoB b0431 JW0421,Escherichia coli (strain K12),663,7.1.1.3
P0ABJ3,CYOC_ECOLI,reviewed,Cytochrome bo(3) ubiquinol oxidase subunit 3 (Cytochrome o ubiquinol oxidase subunit 3) (Cytochrome o subunit 3) (Oxidase bo(3) subunit 3) (Ubiquinol oxidase chain C) (Ubiquinol oxidase polypeptide III) (Ubiquinol oxidase subunit 3),cyoC b0430 JW0420,Escherichia coli (strain K12),204,
P0ABJ6,CYOD_ECOLI,reviewed,Cytochrome bo(3) ubiquinol oxidase subunit 4 (Cytochrome o ubiquinol oxidase subunit 4) (Cytochrome o subunit 4) (Oxidase bo(3) subunit 4) (Ubiquinol oxidase chain D) (Ubiquinol oxidase polypeptide IV) (Ubiquinol oxidase subunit 4),cyoD b0429 JW0419,Escherichia coli (strain K12),109,
P19913,DCML_HYDPS,reviewed,Carbon monoxide dehydrogenase large chain (CO dehydrogenase subunit L) (CO-DH L) (EC 1.2.5.3),cutL,Hydrogenophaga pseudoflava (Pseudomonas carboxydoflava),803,1.2.5.3
P19914,DCMM_HYDPS,reviewed,Carbon monoxide dehydrogenase medium chain (CO dehydrogenase subunit M) (CO-DH M) (EC 1.2.5.3),cutM,Hydrogenophaga pseudoflava (Pseudomonas carboxydoflava),287,1.2.5.3
P19915,DCMS_HYDPS,reviewed,Carbon monoxide dehydrogenase small chain (CO dehydrogenase subunit S) (CO-DH S) (EC 1.2.5.3),cutS,Hydrogenophaga pseudoflava (Pseudomonas carboxydoflava),163,1.2.5.3
Q50925,HAO_NITEU,reviewed,Hydroxylamine oxidoreductase (HAO) (EC 1.7.2.6),hao1 NE2044; hao2 NE0962; hao3 NE2339,Nitrosomonas europaea (strain ATCC 19718 / CIP 103999 / KCTC 2705 / NBRC 14298),570,1.7.2.6
P02794,FRIH_HUMAN,reviewed,"Ferritin heavy chain (Ferritin H subunit) (EC 1.16.3.1) (Cell proliferation-inducing gene 15 protein) [Cleaved into: Ferritin heavy chain, N-terminally processed]",FTH1 FTH FTHL6 OK/SW-cl.84 PIG15,Homo sapiens (Human),183,1.16.3.1
O22443,O22443_SOYBN,unreviewed,Peroxidase (EC 1.11.1.7),Ep 548068 GLYMA_09G022300,Glycine max (Soybean) (Glycine hispida),352,1.11.1.7
P45850,OXO1_HORVU,reviewed,Oxalate oxidase 1 (EC 1.2.3.4) (Germin),,Hordeum vulgare (Barley),201,1.2.3.4
P80457,XDH_BOVIN,reviewed,Xanthine dehydrogenase/oxidase [Includes: Xanthine dehydrogenase (XD) (EC 1.17.1.4); Xanthine oxidase (XO) (EC 1.17.3.2) (Xanthine oxidoreductase) (XOR)],XDH,Bos taurus (Bovine),1332,1.17.1.4; 1.17.3.2
P80702,DIDH_COMTE,reviewed,3-alpha-hydroxysteroid dehydrogenase/carbonyl reductase (3-alpha-HSD) (EC 1.1.1.50) (3-alpha-hydroxysteroid dehydrogenase/3-oxosteroid reductase) (HSD28) (Hydroxyprostaglandin dehydrogenase),hsdA,Comamonas testosteroni (Pseudomonas testosteroni),257,1.1.1.50
P35340,AHPF_ECOLI,reviewed,Alkyl hydroperoxide reductase subunit F (EC 1.8.1.-) (Alkyl hydroperoxide reductase F52A protein),ahpF b0606 JW0599,Escherichia coli (strain K12),521,1.8.1.-
P15245,PHHY_CUTCT,reviewed,Phenol hydroxylase (PHHY) (EC 1.14.13.7),,Cutaneotrichosporon cutaneum (Yeast) (Trichosporon cutaneum),665,1.14.13.7
P07328,NIFD_AZOVI,reviewed,Nitrogenase molybdenum-iron protein alpha chain (EC 1.18.6.1) (Dinitrogenase) (Nitrogenase component I),nifD,Azotobacter vinelandii,492,1.18.6.1
P07329,NIFK_AZOVI,reviewed,Nitrogenase molybdenum-iron protein beta chain (EC 1.18.6.1) (Dinitrogenase) (Nitrogenase component I),nifK,Azotobacter vinelandii,523,1.18.6.1
P37332,BPHF_PARXL,reviewed,Biphenyl dioxygenase system ferredoxin subunit,bphF Bxeno_C1128 Bxe_C1194,Paraburkholderia xenovorans (strain LB400),109,
P18187,PHNS_DESFR,reviewed,Periplasmic [NiFe] hydrogenase small subunit (EC 1.12.2.1) (NiFe hydrogenlyase small chain),hydA,Desulfovibrio fructosivorans,314,1.12.2.1
P18188,PHNL_DESFR,reviewed,Periplasmic [NiFe] hydrogenase large subunit (EC 1.12.2.1) (NiFe hydrogenlyase large chain),hydB,Desulfovibrio fructosivorans,564,1.12.2.1
Q9S1E5,NRFA_WOLSU,reviewed,Cytochrome c-552 (EC 1.7.2.2) (Ammonia-forming cytochrome c nitrite reductase) (Cytochrome c nitrite reductase),nrfA WS0969,Wolinella succinogenes (strain ATCC 29543 / DSM 1740 / LMG 7466 / NCTC 11488 / FDC 602W) (Vibrio succinogenes),507,1.7.2.2
P54149,MSRA_BOVIN,reviewed,Mitochondrial peptide methionine sulfoxide reductase (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase) (Protein-methionine-S-oxide reductase),MSRA,Bos taurus (Bovine),233,1.8.4.11
Q51705,NOSZ_PARDE,reviewed,Nitrous-oxide reductase (EC 1.7.2.4) (N(2)OR) (N2O reductase),nosZ,Paracoccus denitrificans,652,1.7.2.4
P11987,MEMG_METCA,reviewed,Methane monooxygenase component A gamma chain (EC 1.14.13.25) (Methane hydroxylase),mmoZ MCA1198,Methylococcus capsulatus (strain ATCC 33009 / NCIMB 11132 / Bath),170,1.14.13.25
P18798,MEMB_METCA,reviewed,Methane monooxygenase component A beta chain (EC 1.14.13.25) (Methane hydroxylase),mmoY MCA1195,Methylococcus capsulatus (strain ATCC 33009 / NCIMB 11132 / Bath),389,1.14.13.25
P22869,MEMA_METCA,reviewed,Methane monooxygenase component A alpha chain (EC 1.14.13.25) (Methane hydroxylase),mmoX MCA1194,Methylococcus capsulatus (strain ATCC 33009 / NCIMB 11132 / Bath),527,1.14.13.25
Q00459,TMOD_PSEME,reviewed,"Toluene-4-monooxygenase system, effector component (T4MO) (Toluene-4-monooxygenase effector protein) (Toluene-4-monooxygenase system protein D) (T4moD)",tmoD,Pseudomonas mendocina,103,
P40288,DHG_BACME,reviewed,Glucose 1-dehydrogenase (EC 1.1.1.47),,Bacillus megaterium,261,1.1.1.47
P38539,DHM1_METME,reviewed,Methanol dehydrogenase [cytochrome c] subunit 1 (EC 1.1.2.7) (MDH large subunit alpha) (MEDH),,Methylophilus methylotrophus (Bacterium W3A1),573,1.1.2.7
P38540,DHM2_METME,reviewed,Methanol dehydrogenase [cytochrome c] subunit 2 (EC 1.1.2.7) (MDH small subunit beta) (MDH-associated peptide) (MEDH),moxI,Methylophilus methylotrophus (Bacterium W3A1),91,1.1.2.7
P0AFI7,PDXH_ECOLI,reviewed,Pyridoxine/pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5) (PNP/PMP oxidase) (PNPOx) (Pyridoxal 5'-phosphate synthase),pdxH b1638 JW1630,Escherichia coli (strain K12),218,1.4.3.5
